Gene_Symbol	type	file
MFHAS1	Oncogene	allOnco_Feb2017.tsv
MFSD2A	TumorSuppressorGene	TumorSuppressorGene.txt
MGA	TranscriptionFactor	addTF_JL.tsv
MGMT	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
MIA	TumorSuppressorGene	TumorSuppressorGene.txt
MIA2	TumorSuppressorGene	TumorSuppressorGene.txt
MIB2	Oncogene	allOnco_Feb2017.tsv
MID1	Oncogene	allOnco_Feb2017.tsv
MIER1	Oncogene	allOnco_Feb2017.tsv
MIF	Oncogene	allOnco_Feb2017.tsv
MINDY3	TumorSuppressorGene	TumorSuppressorGene.txt
MINK	Kinase	Kincat_Hsap.08.02.txt
MINK1	Kinase	PfamKinase
MIR1-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR1-2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR100	TumorSuppressorGene	TumorSuppressorGene.txt
MIR101-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR101-2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR106A	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MIR107	TumorSuppressorGene	TumorSuppressorGene.txt
MIR10A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR10B	Oncogene	allOnco_Feb2017.tsv
MIR122	TumorSuppressorGene	TumorSuppressorGene.txt
MIR1226	TumorSuppressorGene	TumorSuppressorGene.txt
MIR124-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR124-2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR124-3	TumorSuppressorGene	TumorSuppressorGene.txt
MIR1247	TumorSuppressorGene	TumorSuppressorGene.txt
MIR125A	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MIR125B1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MIR125B2	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MIR126	TumorSuppressorGene	TumorSuppressorGene.txt
MIR127	TumorSuppressorGene	TumorSuppressorGene.txt
MIR129-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR129-2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR1291	TumorSuppressorGene	TumorSuppressorGene.txt
MIR1297	TumorSuppressorGene	TumorSuppressorGene.txt
MIR130A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR132	TumorSuppressorGene	TumorSuppressorGene.txt
MIR133A1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR133A2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR134	TumorSuppressorGene	TumorSuppressorGene.txt
MIR135A1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR135A2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR136	TumorSuppressorGene	TumorSuppressorGene.txt
MIR137	TumorSuppressorGene	TumorSuppressorGene.txt
MIR138-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR138-2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR140	TumorSuppressorGene	TumorSuppressorGene.txt
MIR141	TumorSuppressorGene	TumorSuppressorGene.txt
MIR142	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MIR143	TumorSuppressorGene	TumorSuppressorGene.txt
MIR145	TumorSuppressorGene	TumorSuppressorGene.txt
MIR146A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR147A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR148A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR148B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR149	TumorSuppressorGene	TumorSuppressorGene.txt
MIR150	TumorSuppressorGene	TumorSuppressorGene.txt
MIR152	TumorSuppressorGene	TumorSuppressorGene.txt
MIR155	TumorSuppressorGene	TumorSuppressorGene.txt
MIR15A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR16-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR16-2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR17	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MIR181A1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR181A2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR181B1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR181B2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR181C	TumorSuppressorGene	TumorSuppressorGene.txt
MIR182	TumorSuppressorGene	TumorSuppressorGene.txt
MIR183	TumorSuppressorGene	TumorSuppressorGene.txt
MIR185	TumorSuppressorGene	TumorSuppressorGene.txt
MIR186	TumorSuppressorGene	TumorSuppressorGene.txt
MIR187	TumorSuppressorGene	TumorSuppressorGene.txt
MIR18A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR18B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR192	TumorSuppressorGene	TumorSuppressorGene.txt
MIR193A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR193B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR194-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR194-2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR195	TumorSuppressorGene	TumorSuppressorGene.txt
MIR196A2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR196B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR198	TumorSuppressorGene	TumorSuppressorGene.txt
MIR199A1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR200A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR200B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR200C	TumorSuppressorGene	TumorSuppressorGene.txt
MIR203A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR204	TumorSuppressorGene	TumorSuppressorGene.txt
MIR205	TumorSuppressorGene	TumorSuppressorGene.txt
MIR206	TumorSuppressorGene	TumorSuppressorGene.txt
MIR20A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR21	Oncogene	allOnco_Feb2017.tsv
MIR210	TumorSuppressorGene	TumorSuppressorGene.txt
MIR211	TumorSuppressorGene	TumorSuppressorGene.txt
MIR214	TumorSuppressorGene	TumorSuppressorGene.txt
MIR215	TumorSuppressorGene	TumorSuppressorGene.txt
MIR217	TumorSuppressorGene	TumorSuppressorGene.txt
MIR218-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR218-2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR219A1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR22	TumorSuppressorGene	TumorSuppressorGene.txt
MIR221	Oncogene	allOnco_Feb2017.tsv
MIR222	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MIR223	TumorSuppressorGene	TumorSuppressorGene.txt
MIR23A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR23B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR24-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR25	TumorSuppressorGene	TumorSuppressorGene.txt
MIR26A1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR26A2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR26B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR27A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR27B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR28	TumorSuppressorGene	TumorSuppressorGene.txt
MIR296	TumorSuppressorGene	TumorSuppressorGene.txt
MIR29A	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MIR29B1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR29C	TumorSuppressorGene	TumorSuppressorGene.txt
MIR302B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR30A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR30C1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR31	TumorSuppressorGene	TumorSuppressorGene.txt
MIR320A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR326	TumorSuppressorGene	TumorSuppressorGene.txt
MIR329-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR335	TumorSuppressorGene	TumorSuppressorGene.txt
MIR338	TumorSuppressorGene	TumorSuppressorGene.txt
MIR33A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR340	TumorSuppressorGene	TumorSuppressorGene.txt
MIR34A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR34B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR34C	TumorSuppressorGene	TumorSuppressorGene.txt
MIR367	TumorSuppressorGene	TumorSuppressorGene.txt
MIR370	TumorSuppressorGene	TumorSuppressorGene.txt
MIR375	TumorSuppressorGene	TumorSuppressorGene.txt
MIR378A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR383	TumorSuppressorGene	TumorSuppressorGene.txt
MIR409	TumorSuppressorGene	TumorSuppressorGene.txt
MIR410	TumorSuppressorGene	TumorSuppressorGene.txt
MIR422A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR424	TumorSuppressorGene	TumorSuppressorGene.txt
MIR449A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR449B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR451A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR483	TumorSuppressorGene	TumorSuppressorGene.txt
MIR486-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR487B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR490	TumorSuppressorGene	TumorSuppressorGene.txt
MIR493	TumorSuppressorGene	TumorSuppressorGene.txt
MIR494	TumorSuppressorGene	TumorSuppressorGene.txt
MIR495	TumorSuppressorGene	TumorSuppressorGene.txt
MIR497	TumorSuppressorGene	TumorSuppressorGene.txt
MIR502	TumorSuppressorGene	TumorSuppressorGene.txt
MIR503	TumorSuppressorGene	TumorSuppressorGene.txt
MIR504	TumorSuppressorGene	TumorSuppressorGene.txt
MIR505	TumorSuppressorGene	TumorSuppressorGene.txt
MIR508	TumorSuppressorGene	TumorSuppressorGene.txt
MIR509-3	TumorSuppressorGene	TumorSuppressorGene.txt
MIR511	TumorSuppressorGene	TumorSuppressorGene.txt
MIR517A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR519D	TumorSuppressorGene	TumorSuppressorGene.txt
MIR520B	TumorSuppressorGene	TumorSuppressorGene.txt
MIR520C	TumorSuppressorGene	TumorSuppressorGene.txt
MIR551A	TumorSuppressorGene	TumorSuppressorGene.txt
MIR574	TumorSuppressorGene	TumorSuppressorGene.txt
MIR615	TumorSuppressorGene	TumorSuppressorGene.txt
MIR636	TumorSuppressorGene	TumorSuppressorGene.txt
MIR7-1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MIR7-2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR7-3	TumorSuppressorGene	TumorSuppressorGene.txt
MIR708	TumorSuppressorGene	TumorSuppressorGene.txt
MIR874	TumorSuppressorGene	TumorSuppressorGene.txt
MIR888	TumorSuppressorGene	TumorSuppressorGene.txt
MIR9-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR9-2	TumorSuppressorGene	TumorSuppressorGene.txt
MIR9-3	TumorSuppressorGene	TumorSuppressorGene.txt
MIR941-1	TumorSuppressorGene	TumorSuppressorGene.txt
MIR98	TumorSuppressorGene	TumorSuppressorGene.txt
MIR99A	TumorSuppressorGene	TumorSuppressorGene.txt
MIRLET7A1	TumorSuppressorGene	TumorSuppressorGene.txt
MIRLET7A2	TumorSuppressorGene	TumorSuppressorGene.txt
MIRLET7A3	TumorSuppressorGene	TumorSuppressorGene.txt
MIRLET7B	TumorSuppressorGene	TumorSuppressorGene.txt
MIRLET7C	TumorSuppressorGene	TumorSuppressorGene.txt
MIRLET7D	TumorSuppressorGene	TumorSuppressorGene.txt
MIRLET7E	TumorSuppressorGene	TumorSuppressorGene.txt
MIRLET7F1	TumorSuppressorGene	TumorSuppressorGene.txt
MIRLET7F2	TumorSuppressorGene	TumorSuppressorGene.txt
MIRLET7G	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MIRLET7I	TumorSuppressorGene	TumorSuppressorGene.txt
MISR2	Kinase	Kincat_Hsap.08.02.txt
MITF	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
MIXL1	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
MKL1	Oncogene	allOnco_Feb2017.tsv
MKNK1	Kinase	PfamKinase
MKNK2	Kinase	Kincat_Hsap.08.02.txt
MKNK2	Kinase	PfamKinase
MKRN3	Oncogene	allOnco_Feb2017.tsv
MKX	TranscriptionFactor	addTF_JL.tsv
MLF1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MLH1	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MLH3	TumorSuppressorGene	TumorSuppressorGene.txt
MLK1	Kinase	Kincat_Hsap.08.02.txt
MLK2	Kinase	Kincat_Hsap.08.02.txt
MLK3	Kinase	Kincat_Hsap.08.02.txt
MLK4	Kinase	Kincat_Hsap.08.02.txt
MLKL	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MLLT1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MLLT10	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MLLT11	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MLLT3	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MLLT6	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MLX	TranscriptionFactor	addTF_JL.tsv
MLXIP	TranscriptionFactor	addTF_JL.tsv
MLXIPL	TranscriptionFactor	addTF_JL.tsv
MME	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MMP11	Oncogene	allOnco_Feb2017.tsv
MMP14	Oncogene	allOnco_Feb2017.tsv
MMP2	Oncogene	allOnco_Feb2017.tsv
MMP9	Oncogene	allOnco_Feb2017.tsv
MN1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MNAT1	Oncogene	allOnco_Feb2017.tsv
MNK1	Kinase	Kincat_Hsap.08.02.txt
MNK1ps	Kinase	Kincat_Hsap.08.02.txt
MNK2	Kinase	Kincat_Hsap.08.02.txt
MNT	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
MNX1	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
MOB1A	TumorSuppressorGene	TumorSuppressorGene.txt
MOB1B	TumorSuppressorGene	TumorSuppressorGene.txt
MOK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MOS	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
MPL	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MPP1	Oncogene	allOnco_Feb2017.tsv
MPPE1	Oncogene	allOnco_Feb2017.tsv
MPSK1	Kinase	Kincat_Hsap.08.02.txt
MPSK1ps	Kinase	Kincat_Hsap.08.02.txt
MRC1	Oncogene	allOnco_Feb2017.tsv
MRCKa	Kinase	Kincat_Hsap.08.02.txt
MRCKb	Kinase	Kincat_Hsap.08.02.txt
MRCKps	Kinase	Kincat_Hsap.08.02.txt
MRE11	Oncogene	allOnco_Feb2017.tsv
MRTFA	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
MRTFA	Oncogene	allOnco_Feb2017.tsv
MRVI1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MSANTD1	TranscriptionFactor	addTF_JL.tsv
MSANTD3	TranscriptionFactor	addTF_JL.tsv
MSANTD4	TranscriptionFactor	addTF_JL.tsv
MSC	TranscriptionFactor	addTF_JL.tsv
MSGN1	TranscriptionFactor	addTF_JL.tsv
MSH2	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MSH3	Oncogene	allOnco_Feb2017.tsv
MSH6	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MSI2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MSK1	Kinase	Kincat_Hsap.08.02.txt
MSK2	Kinase	Kincat_Hsap.08.02.txt
MSMB	TumorSuppressorGene	TumorSuppressorGene.txt
MSN	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MSSK1	Kinase	Kincat_Hsap.08.02.txt
MST1	Kinase, TumorSuppressorGene, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MST1R	Kinase	Kincat_Hsap.08.02.txt
MST1R	TumorSuppressorGene, Oncogene, Kinase	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, PfamKinase
MST2	Kinase	Kincat_Hsap.08.02.txt
MST3	Kinase	Kincat_Hsap.08.02.txt
MST3ps	Kinase	Kincat_Hsap.08.02.txt
MST4	Kinase	Kincat_Hsap.08.02.txt
MSX1	TranscriptionFactor	addTF_JL.tsv
MSX2	TranscriptionFactor	addTF_JL.tsv
MT1DP	TumorSuppressorGene	TumorSuppressorGene.txt
MT1F	TumorSuppressorGene	TumorSuppressorGene.txt
MT1G	TumorSuppressorGene	TumorSuppressorGene.txt
MT1M	TumorSuppressorGene	TumorSuppressorGene.txt
MT2A	TumorSuppressorGene	TumorSuppressorGene.txt
MTA1	Oncogene	allOnco_Feb2017.tsv
MTA3	Oncogene	allOnco_Feb2017.tsv
MTAP	TumorSuppressorGene	TumorSuppressorGene.txt
MTCP1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MTERF1	TranscriptionFactor	addTF_JL.tsv
MTERF2	TranscriptionFactor	addTF_JL.tsv
MTERF3	TranscriptionFactor	addTF_JL.tsv
MTERF4	TranscriptionFactor	addTF_JL.tsv
MTF1	TranscriptionFactor	addTF_JL.tsv
MTF2	TranscriptionFactor	addTF_JL.tsv
MTHFR	Oncogene	allOnco_Feb2017.tsv
MTMR3	Oncogene	allOnco_Feb2017.tsv
MTOR	Kinase	Kincat_Hsap.08.02.txt
MTOR	CosmicCensus, Oncogene, Kinase	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
MTSS1	TumorSuppressorGene	TumorSuppressorGene.txt
MTUS1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MUC1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MUC13	Oncogene	allOnco_Feb2017.tsv
MUC16	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MUC17	Oncogene	allOnco_Feb2017.tsv
MUC2	Oncogene	allOnco_Feb2017.tsv
MUC4	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MUC5AC	Oncogene	allOnco_Feb2017.tsv
MUC6	Oncogene	allOnco_Feb2017.tsv
MUS81	TumorSuppressorGene	TumorSuppressorGene.txt
MUSK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MUTYH	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MVD	Kinase	PfamKinase
MVK	Kinase	PfamKinase
MVP	Oncogene	allOnco_Feb2017.tsv
MXD1	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
MXD3	TranscriptionFactor	addTF_JL.tsv
MXD4	TranscriptionFactor	addTF_JL.tsv
MXI1	TumorSuppressorGene, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, addTF_JL.tsv
MYB	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
MYBBP1A	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
MYBL1	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv, AddedallOnco_Feb2017.tsv
MYBL2	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
MYC	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
MYCL	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
MYCLP1	Oncogene	allOnco_Feb2017.tsv
MYCN	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
MYD88	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MYEOV	Oncogene	allOnco_Feb2017.tsv
MYF5	TranscriptionFactor	addTF_JL.tsv
MYF6	TranscriptionFactor	addTF_JL.tsv
MYH1	Oncogene	allOnco_Feb2017.tsv
MYH11	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MYH9	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
MYLK	Kinase	PfamKinase
MYLK2	Kinase	PfamKinase
MYLK3	Kinase	PfamKinase
MYLK4	Kinase	PfamKinase
MYNN	TranscriptionFactor	addTF_JL.tsv
MYO18B	TumorSuppressorGene	TumorSuppressorGene.txt
MYO1A	TumorSuppressorGene	TumorSuppressorGene.txt
MYO3A	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MYO3B	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MYO5A	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
MYOD1	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
MYOG	TranscriptionFactor	addTF_JL.tsv
MYPOP	TranscriptionFactor	addTF_JL.tsv
MYRF	TranscriptionFactor	addTF_JL.tsv
MYRFL	TranscriptionFactor	addTF_JL.tsv
MYSM1	TranscriptionFactor	addTF_JL.tsv
MYT1	Kinase, TranscriptionFactor	Kincat_Hsap.08.02.txt, addTF_JL.tsv
MYT1L	TranscriptionFactor	addTF_JL.tsv
MZB1	TumorSuppressorGene	TumorSuppressorGene.txt
MZF1	TranscriptionFactor	addTF_JL.tsv
N4BP2	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
N4BP3	Oncogene	allOnco_Feb2017.tsv
NAA10	Oncogene	allOnco_Feb2017.tsv
NAB2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
NACA	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
NACC2	TranscriptionFactor	addTF_JL.tsv
NADK	Kinase	PfamKinase
NADK2	Kinase	PfamKinase
NAIF1	TranscriptionFactor	addTF_JL.tsv
NANOG	TranscriptionFactor	addTF_JL.tsv
NANOGNB	TranscriptionFactor	addTF_JL.tsv
NANOGP8	TranscriptionFactor	addTF_JL.tsv
NAPA	Oncogene	allOnco_Feb2017.tsv
NAPEPLD	TumorSuppressorGene	TumorSuppressorGene.txt
NAT1	Oncogene	allOnco_Feb2017.tsv
NAT2	Oncogene	allOnco_Feb2017.tsv
NAV1	Oncogene	allOnco_Feb2017.tsv
NAXD	Kinase	PfamKinase
NBEA	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
NBEAP1	Oncogene	allOnco_Feb2017.tsv
NBL1	Oncogene	allOnco_Feb2017.tsv
NBN	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
NBR1	Oncogene	allOnco_Feb2017.tsv
NCAPD2	Oncogene	allOnco_Feb2017.tsv
NCK1	Oncogene	allOnco_Feb2017.tsv
NCKIPSD	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
NCOA1	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
NCOA2	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
NCOA3	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
NCOA4	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
NCOA5	TumorSuppressorGene	TumorSuppressorGene.txt
NCOA6	Oncogene	allOnco_Feb2017.tsv
NCOR1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
NCOR2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
NDN	TumorSuppressorGene	TumorSuppressorGene.txt
NDR1	Kinase	Kincat_Hsap.08.02.txt
NDR2	Kinase	Kincat_Hsap.08.02.txt
NDRG1	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
NDRG2	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
NDRG4	TumorSuppressorGene	TumorSuppressorGene.txt
NDST4	TumorSuppressorGene	TumorSuppressorGene.txt
NECTIN4	Oncogene	allOnco_Feb2017.tsv
NEDD4	TumorSuppressorGene	TumorSuppressorGene.txt
NEDD4L	TumorSuppressorGene	TumorSuppressorGene.txt
NEIL1	Oncogene	allOnco_Feb2017.tsv
NEK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK10	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK11	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK2ps1	Kinase	Kincat_Hsap.08.02.txt
NEK2ps2	Kinase	Kincat_Hsap.08.02.txt
NEK2ps3	Kinase	Kincat_Hsap.08.02.txt
NEK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK4ps	Kinase	Kincat_Hsap.08.02.txt
NEK5	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK6	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NEK7	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
